지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg),최대 순간풍속 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),최대 순간 풍속 풍향(hhmi)
725,2017-11-13,14.3,10.8,51.0,17.5,1350.0,0.0,5.4,2.4,334.9,,,,
725,2016-11-11,14.4,11.4,37.0,17.2,1242.0,0.0,7.5,3.5,301.5,,,,
725,2016-06-14,21.4,18.8,543.0,24.9,1317.0,0.0,4.4,1.7,160.6,,,,
725,2012-02-07,1.4,-1.2,2016.0,7.9,1.0,0.0,19.8,10.9,,1012.0,0.0,,328.3
725,2015-12-08,9.7,8.1,1919.0,11.7,1231.0,0.0,13.9,5.4,330.1,250.0,0.0,,
725,2013-10-08,22.5,20.7,2258.0,24.8,8.0,85.5,23.4,8.4,,1358.0,18.5,1500.0,53.9
725,2010-12-07,5.8,5.0,718.0,7.0,1218.0,0.0,19.7,12.2,,2012.0,0.0,,332.8
725,2016-07-19,25.9,23.9,650.0,28.4,1146.0,0.5,4.9,2.4,113.6,,,,
725,2018-03-03,11.5,6.4,40.0,14.2,2229.0,0.0,5.1,2.2,163.7,1141.0,,,
725,2012-06-20,22.6,19.9,350.0,25.1,1130.0,0.0,5.8,2.1,,1306.0,0.0,,140.7
725,2018-04-26,15.0,11.8,24.0,17.6,1411.0,0.0,5.2,2.7,310.5,2012.0,,,
725,2016-07-09,24.6,21.5,24.0,27.2,1419.0,0.0,3.7,1.4,40.0,,,,
725,2017-10-12,17.5,15.8,1550.0,19.0,921.0,7.0,6.3,3.7,308.8,,,,
725,2011-12-25,3.6,2.4,928.0,4.8,2224.0,0.0,15.4,7.2,,318.0,0.0,,344.3
725,2013-08-26,26.0,23.7,2358.0,28.9,1155.0,0.5,7.7,3.1,,313.0,0.5,100.0,48.6
725,2019-12-20,8.2,6.3,13.0,10.0,1218.0,0.0,13.8,6.7,310.4,229.0,,,
725,2013-12-22,6.2,4.8,14.0,8.1,1248.0,0.0,12.6,7.0,,1437.0,0.0,,334.2
725,2018-03-06,9.2,7.9,627.0,10.3,1624.0,0.0,7.0,4.4,82.1,2252.0,,,
725,2021-09-08,24.1,22.1,2339.0,26.0,1331.0,0.0,11.8,7.1,281.2,425.0,,,
725,2018-02-18,7.6,4.4,121.0,10.8,1222.0,0.5,5.6,2.0,62.5,2244.0,,,
725,2014-07-11,23.9,21.9,12.0,28.3,1643.0,0.0,9.4,3.3,,1152.0,0.0,,304.3
725,2021-08-19,25.0,22.2,513.0,27.6,1523.0,0.0,5.1,1.8,149.5,1542.0,,,
725,2012-10-24,15.7,11.3,613.0,19.8,1257.0,0.0,8.2,2.3,,1.0,0.0,100.0,64.8
725,2017-07-03,26.4,24.9,337.0,30.7,1129.0,2.0,9.0,3.4,196.6,,,,
725,2015-05-31,19.7,16.3,506.0,26.6,1528.0,0.0,9.4,2.8,319.5,751.0,0.0,,
725,2011-06-08,20.1,16.7,553.0,24.7,1322.0,0.0,9.3,3.7,,1441.0,0.0,,189.1
725,2018-12-13,7.5,5.3,18.0,9.7,1240.0,0.0,8.8,4.9,299.1,2038.0,,,
725,2020-05-01,20.3,17.2,2234.0,25.3,1357.0,0.0,13.1,6.2,153.6,1223.0,,,
725,2013-05-04,14.8,11.8,556.0,18.1,1431.0,0.0,9.1,4.6,,1338.0,0.0,,323.3
725,2017-11-07,19.4,15.1,153.0,22.3,1213.0,0.5,4.2,1.3,236.1,,,,
725,2016-10-26,17.5,15.3,1853.0,20.9,1157.0,6.5,6.5,2.8,317.2,,,,
725,2018-02-06,-0.7,-1.6,659.0,0.3,348.0,0.0,11.6,5.6,318.8,348.0,,,
725,2019-02-20,7.4,6.3,225.0,9.3,1427.0,0.0,6.8,4.3,318.7,1256.0,,,
725,2013-06-03,18.8,17.1,2400.0,22.1,1505.0,0.0,8.8,3.2,,302.0,0.0,,67.0
725,2012-08-09,27.5,26.1,1.0,29.9,1138.0,0.0,6.2,1.8,,1357.0,0.0,,127.6
725,2016-04-24,16.3,13.9,335.0,19.9,1328.0,0.0,7.5,3.0,329.5,,,,
725,2012-08-02,27.8,25.8,1908.0,29.8,1224.0,3.0,13.8,4.3,,223.0,3.0,800.0,106.7
725,2011-07-22,23.5,22.2,2255.0,25.3,1123.0,0.0,6.3,2.3,,347.0,0.0,,90.5
725,2015-12-29,6.4,5.0,556.0,7.9,1344.0,0.0,11.8,5.3,342.7,15.0,0.0,,
725,2012-12-06,3.6,1.6,1312.0,5.1,28.0,1.0,20.0,5.0,,34.0,0.5,1400.0,332.5
725,2016-05-15,19.5,14.5,2350.0,24.9,1309.0,2.0,16.6,5.0,302.7,,,,
725,2019-10-04,22.7,21.1,2357.0,25.0,1149.0,0.0,,,,,,,
725,2012-07-08,23.5,20.3,129.0,26.7,1337.0,0.0,5.0,1.5,,1230.0,0.0,,108.2
725,2021-03-18,13.8,12.2,703.0,15.6,1235.0,0.0,10.4,5.6,27.9,452.0,,,
725,2011-01-03,3.1,2.3,527.0,4.0,1519.0,0.0,21.8,10.9,,2100.0,0.0,,326.4
725,2016-03-11,4.0,2.3,131.0,6.9,1433.0,0.0,15.5,7.6,208.0,,,,
725,2016-08-13,29.4,26.1,412.0,32.3,1443.0,0.0,4.0,1.7,293.2,,,,
725,2018-09-12,23.4,22.1,354.0,24.9,1125.0,17.0,8.2,4.2,63.2,203.0,,,
725,2010-06-26,21.7,20.7,2256.0,22.7,918.0,40.5,15.4,6.2,,700.0,9.5,800.0,166.3
725,2021-09-01,27.4,24.9,136.0,30.7,1215.0,1.0,10.5,3.9,173.6,719.0,,,
725,2020-07-16,,,,,,,,,,,,,
725,2017-04-11,12.4,10.7,632.0,14.2,1438.0,5.0,10.2,6.2,319.5,,,,
725,2014-02-20,6.3,4.2,2357.0,8.3,1216.0,0.0,12.9,5.2,,2002.0,0.0,,332.7
725,2020-07-26,22.8,19.0,544.0,26.6,1016.0,0.0,6.0,2.2,103.2,1019.0,,,
725,2011-04-30,17.6,15.6,1758.0,22.7,1230.0,23.0,26.0,9.8,,135.0,6.5,2100.0,197.8
725,2020-08-06,27.0,25.2,1126.0,27.8,915.0,22.5,13.8,5.6,162.1,205.0,,,
725,2017-07-17,28.4,25.9,556.0,31.5,1215.0,0.0,5.2,1.9,204.2,,,,
725,2011-03-01,4.9,3.0,2307.0,8.2,5.0,4.5,24.7,12.6,,1334.0,2.5,600.0,324.8
725,2021-12-02,8.3,6.4,14.0,10.4,1940.0,0.5,13.5,5.7,331.5,1307.0,,,
725,2019-09-27,23.3,22.3,1914.0,24.7,1014.0,210.5,,,,,,,
725,2014-07-18,24.4,23.2,603.0,26.7,1311.0,0.0,8.1,2.3,,146.0,0.0,,202.8
725,2011-07-13,24.7,22.9,2256.0,27.1,1253.0,0.0,10.3,4.7,,1244.0,0.0,,173.2
725,2010-11-26,8.0,7.2,716.0,9.2,1359.0,0.0,18.3,8.8,,36.0,0.0,,328.2
725,2020-12-09,8.3,5.4,109.0,11.1,1241.0,0.0,11.3,3.7,171.7,246.0,,,
725,2015-01-20,6.7,4.1,621.0,9.5,1448.0,0.0,11.9,2.7,336.7,105.0,0.0,,
725,2013-05-03,15.1,10.8,530.0,20.6,1620.0,0.0,8.5,3.7,,2120.0,0.0,,321.2
725,2017-08-18,26.8,24.2,148.0,29.7,1417.0,0.0,4.4,1.6,317.0,,,,
725,2019-09-16,24.5,23.5,409.0,26.7,1123.0,0.0,7.3,2.6,333.3,1137.0,,,
725,2010-11-21,15.3,11.8,619.0,19.3,1001.0,0.0,7.0,1.8,,1334.0,0.0,,187.3
725,2013-01-02,4.1,-0.2,2338.0,7.9,7.0,0.0,14.0,6.5,,1535.0,0.0,,347.2
725,2021-07-26,26.7,25.5,2339.0,28.2,1249.0,0.0,12.1,6.1,103.0,552.0,,,
725,2016-02-12,16.4,15.2,422.0,17.3,1910.0,46.0,13.8,4.6,189.4,,,,
725,2013-10-10,24.6,22.0,2322.0,28.6,1356.0,0.0,6.9,2.2,,2322.0,0.0,,323.4
725,2014-06-29,23.9,19.2,459.0,28.4,1154.0,0.0,8.3,2.5,,1608.0,0.0,,331.8
725,2013-07-30,28.8,26.2,557.0,33.2,1340.0,0.0,9.1,2.9,,2230.0,0.0,,230.5
725,2016-09-02,22.4,21.0,17.0,23.4,2037.0,32.5,5.9,1.9,194.9,,,,
725,2015-06-05,16.9,13.7,2247.0,20.4,1502.0,13.5,8.0,2.6,73.3,1004.0,5.0,700.0,
725,2016-06-08,19.1,17.7,4.0,22.4,1551.0,0.5,2.7,0.9,198.0,,,,
725,2016-02-01,2.4,1.2,2208.0,3.7,1547.0,0.0,17.3,9.3,331.2,,,,
725,2016-09-15,23.9,21.7,2349.0,26.4,1259.0,0.5,3.6,2.0,67.8,,,,
725,2012-09-25,21.8,19.9,223.0,24.7,1244.0,0.0,12.9,5.9,,2244.0,0.0,,93.5
725,2021-12-20,11.0,5.4,408.0,14.6,1347.0,0.0,9.7,3.4,335.3,1438.0,,,
725,2012-02-08,-0.4,-2.1,1040.0,1.6,2204.0,1.5,18.0,9.3,,1608.0,0.5,900.0,329.0
725,2011-11-17,17.4,15.0,1904.0,19.3,1032.0,32.0,17.5,4.7,,2326.0,7.0,1300.0,135.5
725,2016-07-15,24.9,22.8,113.0,27.2,1320.0,0.0,6.5,2.8,139.4,,,,
725,2018-03-18,14.1,9.2,233.0,17.8,1237.0,4.0,5.9,2.5,178.2,2345.0,,,
725,2013-05-09,18.5,15.8,2355.0,22.9,1200.0,14.0,9.9,2.8,,2019.0,3.0,2200.0,183.1
725,2011-11-20,9.1,8.1,2259.0,12.1,1.0,0.0,22.9,9.4,,228.0,0.0,,328.8
725,2011-07-08,23.0,21.7,834.0,24.4,1634.0,0.5,13.8,5.7,,25.0,0.5,1300.0,221.4
725,2020-05-26,16.9,15.8,1.0,19.0,1605.0,0.0,8.4,4.2,276.0,937.0,,,
725,2017-04-14,17.3,10.4,58.0,21.1,1320.0,0.0,9.8,4.3,207.3,,,,
725,2018-01-19,7.2,5.3,702.0,9.3,1316.0,0.0,8.8,4.1,327.2,2002.0,,,
725,2018-01-12,0.5,-1.9,628.0,2.0,2354.0,0.0,9.7,5.2,329.9,612.0,,,
725,2010-09-11,26.5,25.2,109.0,28.9,1309.0,2.0,15.3,6.5,,554.0,2.0,1700.0,199.5
725,2018-07-25,28.7,25.9,518.0,33.2,1401.0,0.0,5.5,2.2,204.2,1233.0,,,
725,2019-01-29,7.0,4.1,507.0,10.1,1234.0,0.0,7.6,2.1,302.9,428.0,,,
725,2011-06-18,19.1,17.4,2130.0,21.0,1008.0,4.0,4.7,1.6,,957.0,1.5,2400.0,25.6
725,2016-02-15,1.9,0.0,1206.0,3.6,2203.0,0.0,18.1,10.2,329.9,,,,
725,2019-08-25,24.5,22.0,537.0,26.8,1351.0,0.0,,,,,,,
725,2019-04-24,16.3,15.0,2228.0,17.6,944.0,0.0,6.4,2.2,299.3,1315.0,,,
725,2010-07-31,26.3,23.9,525.0,28.9,1346.0,0.0,10.9,4.4,,1407.0,0.0,,193.3
725,2014-12-02,4.8,3.4,2316.0,6.3,1345.0,1.0,15.9,7.6,,15.0,0.5,2300.0,334.4
725,2011-02-10,3.6,2.4,1809.0,5.1,937.0,4.0,13.5,6.7,,3.0,1.0,1500.0,319.0
725,2020-03-15,10.7,6.7,2358.0,14.5,1227.0,0.0,25.5,12.4,281.8,2313.0,,,
725,2017-03-17,10.1,6.4,610.0,13.7,1339.0,0.0,5.8,2.4,305.5,,,,
725,2019-05-18,18.5,17.7,815.0,19.2,2304.0,92.5,15.3,5.3,117.2,26.0,,,
725,2019-08-29,22.3,20.6,1239.0,24.0,1830.0,66.0,5.7,1.9,302.1,1813.0,,,
725,2013-12-24,6.5,5.0,718.0,8.3,1448.0,0.0,13.2,5.7,,845.0,0.0,,344.1
725,2011-03-03,2.9,1.2,635.0,4.7,1513.0,0.0,19.3,11.2,,548.0,0.0,,327.9
725,2011-04-16,12.3,10.7,225.0,14.8,1413.0,0.0,17.4,6.5,,126.0,0.0,,319.9
725,2011-06-03,18.9,16.5,152.0,21.8,1302.0,0.0,21.9,2.6,,1432.0,0.0,,193.9
725,2010-02-08,13.7,11.4,2007.0,16.9,1354.0,8.0,13.6,4.6,,858.0,2.5,300.0,195.3
725,2019-04-10,11.0,9.3,2118.0,14.4,1.0,1.0,10.7,5.1,64.7,52.0,,,
725,2012-01-09,5.6,4.2,749.0,7.4,1428.0,0.0,12.5,6.0,,231.0,0.0,,356.8
725,2020-05-27,17.2,15.3,2303.0,20.0,1425.0,0.0,12.5,6.5,276.2,906.0,,,
725,2012-11-21,11.6,7.5,140.0,13.6,1418.0,1.0,6.3,2.1,,1200.0,1.0,1900.0,88.7
725,2013-12-25,7.7,5.7,358.0,8.7,1958.0,0.0,11.1,4.3,,1611.0,0.0,,347.9
725,2021-10-12,23.4,22.8,1048.0,24.2,246.0,0.0,16.1,9.0,0.0,1610.0,,,
725,2014-07-28,24.4,22.7,31.0,26.6,1112.0,7.0,7.2,1.8,,1537.0,3.5,1500.0,162.0
725,2011-12-12,9.2,7.8,20.0,10.9,1611.0,0.0,9.9,4.3,,1705.0,0.0,,340.9
725,2021-03-30,13.8,11.3,2258.0,17.3,1456.0,0.0,8.3,4.0,295.5,338.0,,,
725,2017-12-15,8.2,7.0,349.0,10.2,1118.0,0.0,7.7,3.5,326.7,,,,
725,2021-10-16,17.0,13.8,2320.0,21.8,1.0,5.5,19.1,10.3,322.9,2328.0,,,
725,2017-08-17,26.7,24.6,805.0,29.3,1454.0,13.0,5.0,2.4,314.5,,,,
725,2021-11-27,11.7,10.5,810.0,12.8,2355.0,0.0,11.5,5.1,40.9,914.0,,,
725,2013-02-03,9.0,3.8,358.0,12.5,2350.0,3.0,11.9,3.7,,217.0,1.5,2000.0,333.3
725,2021-09-11,24.7,22.0,406.0,27.1,1349.0,0.0,5.8,2.4,26.2,659.0,,,
725,2020-05-05,16.9,14.0,348.0,21.3,1311.0,0.0,9.9,4.2,32.5,1700.0,,,
725,2015-11-10,14.1,13.2,2400.0,16.1,1335.0,0.0,12.6,5.9,328.2,106.0,0.0,,
725,2019-03-23,8.5,6.1,2348.0,11.3,1358.0,0.0,18.1,5.8,282.0,2152.0,,,
725,2021-08-05,28.3,26.7,347.0,30.6,1455.0,0.0,5.2,2.2,57.9,1153.0,,,
725,2020-06-05,,,,,,0.0,,,,,,,
725,2011-01-23,4.7,3.0,258.0,7.4,1225.0,0.0,15.5,5.6,,2129.0,0.0,,340.1
725,2014-07-05,22.1,20.4,2349.0,23.6,1443.0,9.5,7.1,1.2,,2400.0,3.0,2400.0,167.8
725,2020-12-06,9.3,8.0,435.0,11.0,1235.0,0.0,10.7,6.0,180.3,823.0,,,
725,2012-12-04,6.2,4.4,512.0,8.1,1.0,0.0,17.2,7.4,,8.0,0.0,,331.4
725,2015-02-24,7.2,5.2,43.0,9.8,1500.0,0.0,55.8,5.7,317.6,2355.0,0.0,,
725,2020-06-23,23.0,19.5,223.0,27.4,1359.0,0.0,7.3,3.2,97.7,1423.0,,,
725,2020-04-26,13.4,10.8,548.0,16.8,1520.0,0.0,11.9,6.8,284.4,740.0,,,
725,2011-03-08,6.5,4.0,625.0,8.6,1614.0,0.0,17.6,7.6,,20.0,0.0,,324.7
725,2014-02-08,6.4,5.1,2348.0,8.7,1.0,7.5,12.9,5.8,,30.0,1.5,400.0,67.6
725,2020-12-14,3.3,2.0,2305.0,5.8,10.0,0.0,17.4,10.9,326.9,315.0,,,
725,2019-01-17,6.1,3.9,1.0,8.0,1355.0,0.0,10.8,5.4,264.8,1854.0,,,
725,2011-07-26,26.9,25.8,229.0,28.7,1521.0,0.0,15.2,6.4,,1308.0,0.0,,153.6
725,2020-11-04,12.0,10.4,2116.0,14.3,1304.0,0.0,14.6,7.5,293.8,250.0,,,
725,2018-06-27,24.2,22.9,2032.0,25.5,1625.0,11.5,10.9,3.2,217.8,550.0,,,
725,2012-05-29,20.4,17.1,455.0,24.4,1534.0,0.0,5.5,1.5,,1155.0,0.0,,98.3
725,2021-03-15,14.0,7.4,431.0,18.0,1428.0,0.0,10.7,3.5,160.2,1533.0,,,
725,2019-02-18,8.5,5.1,51.0,11.0,2238.0,1.0,6.8,2.5,297.0,19.0,,,
725,2010-05-13,13.7,11.0,302.0,16.6,1536.0,0.0,9.4,4.7,,1207.0,0.0,,333.1
725,2018-11-08,18.3,14.9,2130.0,20.8,1327.0,16.0,10.3,3.4,258.2,2312.0,,,
725,2019-06-28,22.6,20.0,459.0,25.5,1526.0,0.0,3.8,1.3,168.5,1710.0,,,
725,2010-08-08,27.5,25.8,308.0,30.1,1433.0,0.0,9.2,3.5,,922.0,0.0,,144.2
725,2019-05-17,19.7,18.1,621.0,24.2,1102.0,20.5,5.7,2.3,106.0,2345.0,,,
725,2019-06-15,19.2,17.5,647.0,21.4,1400.0,0.0,8.2,4.7,274.6,1422.0,,,
725,2010-05-16,17.6,14.5,510.0,20.9,1452.0,0.0,6.6,2.2,,1422.0,0.0,,128.1
725,2013-10-09,21.9,20.0,441.0,23.4,1534.0,0.5,10.5,4.2,,50.0,0.5,2100.0,318.3
725,2018-05-31,17.6,16.0,2350.0,20.3,1336.0,0.0,5.5,3.3,311.5,1729.0,,,
725,2019-03-14,9.9,7.1,634.0,14.0,1509.0,0.0,6.9,2.4,252.0,5.0,,,
725,2017-05-11,20.1,14.8,252.0,25.7,1018.0,0.0,6.0,2.3,199.4,,,,
725,2012-11-24,8.2,6.6,2256.0,9.9,1209.0,0.0,15.5,7.2,,159.0,0.0,100.0,338.0
725,2014-11-21,14.3,10.1,635.0,19.1,1428.0,0.0,6.2,1.6,,1513.0,0.0,,62.3
725,2010-02-01,6.8,4.6,2338.0,9.9,3.0,12.0,17.5,8.6,,1937.0,2.0,400.0,328.3
725,2019-06-01,18.5,15.5,517.0,21.9,1340.0,0.0,3.4,1.4,291.3,405.0,,,
725,2014-06-24,21.7,19.2,441.0,24.5,1132.0,0.0,8.2,2.9,,1052.0,0.0,,331.7
725,2013-04-12,9.7,5.2,317.0,13.8,1234.0,0.0,13.5,5.4,,1651.0,0.0,,330.1
725,2012-10-09,19.6,18.2,416.0,22.5,1238.0,0.0,8.2,3.5,,119.0,0.0,,70.9
725,2011-07-07,24.7,20.3,418.0,27.2,1231.0,0.0,18.9,7.1,,1252.0,0.0,,184.2
725,2016-04-07,15.0,13.0,1846.0,19.4,55.0,10.5,16.0,5.8,229.1,,,,
725,2012-01-23,0.2,-0.7,2013.0,1.9,1335.0,0.0,19.2,8.7,,406.0,0.0,,348.7
725,2015-12-22,13.5,8.2,209.0,16.1,1452.0,0.0,6.8,2.0,167.9,2317.0,0.0,,
725,2016-12-04,12.2,10.5,23.0,13.6,1541.0,0.0,6.4,2.9,302.4,,,,
725,2011-08-07,25.3,23.7,1544.0,27.6,5.0,71.0,31.4,15.8,,1115.0,17.0,1600.0,131.8
725,2020-09-08,25.0,20.7,46.0,29.1,1426.0,0.0,10.1,3.8,161.1,1054.0,,,
725,2015-08-28,23.7,22.2,627.0,27.2,1016.0,6.5,5.6,1.4,306.0,1251.0,3.0,1300.0,
725,2013-08-12,28.4,23.7,455.0,32.8,1531.0,0.0,6.3,1.8,,1620.0,0.0,,205.8
725,2011-05-21,18.9,16.2,2358.0,23.5,1225.0,0.0,9.8,3.6,,1336.0,0.0,,178.9
725,2018-10-03,19.8,17.5,53.0,21.9,1341.0,0.0,4.9,2.5,330.2,229.0,,,
725,2020-09-17,20.8,18.8,2006.0,22.8,10.0,35.0,7.7,4.0,278.3,701.0,,,
725,2020-12-23,11.6,5.9,518.0,15.6,1428.0,0.0,7.0,2.3,125.5,1511.0,,,
725,2012-05-19,17.6,13.0,115.0,20.7,1222.0,0.0,5.3,1.2,,1038.0,0.0,,132.0
725,2010-12-22,9.2,7.7,1.0,10.6,1459.0,0.0,15.9,9.1,,501.0,0.0,,317.8
725,2021-04-02,15.9,14.2,229.0,16.8,1147.0,7.0,16.7,9.4,62.4,630.0,,,
725,2015-03-08,10.2,5.0,413.0,14.5,1213.0,0.0,7.9,2.7,95.9,1452.0,0.0,,
725,2016-06-11,22.6,20.1,26.0,25.8,1516.0,0.0,4.8,1.9,167.2,,,,
725,2016-11-29,10.6,8.0,309.0,13.7,2353.0,0.0,8.1,3.9,342.8,,,,
725,2018-09-29,20.3,17.8,1104.0,22.6,6.0,6.0,8.4,5.0,49.6,1948.0,,,
725,2020-09-21,22.2,21.2,317.0,24.2,1350.0,0.0,10.5,5.1,23.0,2351.0,,,
725,2020-10-12,20.0,17.8,124.0,22.3,1141.0,0.0,12.6,6.7,276.7,1957.0,,,
725,2014-09-04,23.8,21.7,523.0,26.7,1219.0,0.0,5.7,2.3,,1255.0,0.0,,90.6
725,2015-09-09,22.4,20.0,2241.0,25.3,1327.0,0.0,10.4,4.0,43.9,1115.0,0.0,,
725,2016-07-20,25.4,23.7,516.0,28.2,1254.0,0.0,5.1,3.1,126.0,,,,
725,2014-10-08,20.0,15.7,622.0,24.3,1308.0,0.0,8.7,3.0,,1436.0,0.0,,53.1
725,2020-07-20,24.6,22.5,2047.0,27.6,902.0,0.0,11.7,3.4,190.0,212.0,,,
725,2019-10-07,21.7,19.4,2342.0,24.5,1056.0,0.0,14.0,6.3,272.0,1555.0,,,
725,2019-04-01,10.1,7.3,7.0,12.3,1407.0,0.0,8.9,4.4,302.1,56.0,,,
725,2021-05-04,18.2,15.9,15.0,19.7,1248.0,36.0,19.3,7.2,142.8,1759.0,,,
725,2012-11-28,11.8,5.3,257.0,17.4,1431.0,0.0,8.4,3.0,,2219.0,0.0,100.0,356.7
725,2017-08-21,27.6,24.8,112.0,31.3,1126.0,6.0,6.4,2.6,161.1,,,,
725,2017-02-25,8.0,5.1,4.0,10.1,1332.0,0.0,7.6,4.4,319.0,,,,
725,2011-04-01,11.6,8.0,521.0,16.0,1039.0,0.0,9.9,2.7,,1344.0,0.0,,183.8
725,2017-06-03,19.2,16.3,536.0,22.7,1200.0,0.0,5.8,3.1,301.5,,,,
725,2016-01-25,2.2,-0.8,615.0,3.9,2203.0,0.5,18.3,8.7,331.1,,,,
725,2010-08-11,25.9,23.7,2350.0,28.5,1454.0,41.5,26.6,8.2,,7.0,11.0,300.0,172.5
725,2017-01-14,2.9,1.2,2026.0,4.5,402.0,0.0,11.6,6.9,342.1,,,,
725,2019-07-19,23.3,22.3,408.0,24.9,453.0,286.5,16.3,3.8,114.6,744.0,,,
725,2011-05-30,18.2,15.3,540.0,21.2,1357.0,0.0,7.4,3.1,,2353.0,0.0,,133.3
725,2021-12-27,4.2,0.7,45.0,6.7,2358.0,0.0,15.1,8.4,13.9,1429.0,,,
725,2015-10-16,18.7,16.0,348.0,22.5,1241.0,0.0,8.5,2.9,317.9,1642.0,0.0,,
725,2021-11-08,14.6,11.5,2045.0,21.4,555.0,28.5,23.1,11.8,347.4,844.0,,,
725,2015-08-30,24.2,20.9,419.0,27.7,1322.0,0.0,4.1,1.1,105.1,1338.0,0.0,,
725,2019-02-21,8.2,6.4,820.0,10.0,1317.0,0.0,5.6,2.8,290.2,442.0,,,
725,2013-03-18,11.9,8.9,2107.0,16.9,18.0,27.0,16.2,6.6,,27.0,13.0,200.0,220.3
725,2016-08-20,25.9,24.2,622.0,27.7,1415.0,1.0,4.4,1.7,53.6,,,,
725,2021-05-03,15.5,10.5,506.0,19.0,1434.0,0.0,12.1,4.9,179.5,2243.0,,,
725,2014-02-25,11.5,7.3,128.0,14.4,1215.0,0.0,4.9,1.6,,1649.0,0.0,,100.2
725,2010-10-23,20.0,18.7,3.0,21.2,1115.0,8.0,13.4,6.5,,359.0,2.5,2200.0,35.5
725,2021-01-30,7.5,1.2,537.0,11.8,1439.0,0.0,10.8,4.3,284.4,1311.0,,,
725,2016-07-05,25.6,23.4,552.0,28.2,1410.0,0.0,9.9,3.2,191.9,,,,
725,2021-11-18,14.3,12.6,2325.0,17.0,1335.0,0.0,7.4,2.6,15.4,158.0,,,
725,2020-02-20,10.6,7.9,58.0,13.1,1228.0,0.0,6.7,3.5,299.0,526.0,,,
725,2019-06-12,19.5,16.6,558.0,22.7,1250.0,0.0,2.7,1.5,326.6,407.0,,,
725,2018-12-01,14.8,13.3,620.0,16.1,2354.0,0.0,4.8,2.9,18.0,703.0,,,
725,2021-04-12,15.7,14.6,2352.0,17.1,1343.0,19.0,16.5,7.9,135.0,1859.0,,,
725,2015-07-27,27.3,24.1,234.0,33.3,1232.0,23.0,6.2,1.4,333.9,1644.0,19.5,1700.0,
725,2015-06-15,22.0,18.7,527.0,26.0,1215.0,0.0,6.9,1.8,218.0,1338.0,0.0,,
725,2016-09-26,23.9,23.2,1.0,25.4,1425.0,3.0,4.8,2.7,81.4,,,,
725,2012-06-15,20.4,18.8,1811.0,21.3,5.0,14.0,12.5,5.0,,1818.0,3.5,1600.0,112.1
725,2013-01-07,3.4,2.2,137.0,4.6,1227.0,0.0,12.3,6.6,,1345.0,0.0,,329.4
725,2011-12-23,2.5,1.6,17.0,4.0,1236.0,0.0,15.4,7.9,,405.0,0.0,,318.5
725,2016-06-02,19.3,16.6,2359.0,22.7,1340.0,0.0,5.7,2.6,65.9,,,,
725,2017-02-15,7.6,3.9,459.0,11.2,1507.0,0.0,6.4,2.6,334.9,,,,
725,2021-01-16,4.7,1.9,2345.0,8.9,44.0,0.0,21.9,11.5,303.1,704.0,,,
725,2018-07-09,23.4,20.3,145.0,27.7,1451.0,0.0,5.9,2.8,83.1,1.0,,,
725,2020-11-02,16.1,13.6,518.0,18.4,1455.0,4.0,11.4,5.5,289.9,2134.0,,,
725,2021-04-24,16.2,15.2,103.0,18.4,1320.0,0.0,14.8,5.7,49.3,6.0,,,
725,2010-02-15,5.3,2.3,2338.0,7.6,1246.0,0.0,21.6,9.1,,2254.0,0.0,,331.3
725,2010-02-11,9.0,5.5,1813.0,12.2,504.0,26.0,18.5,7.9,,1148.0,6.5,800.0,58.2
725,2019-01-26,4.5,3.0,514.0,6.3,1129.0,0.0,11.6,6.7,302.8,1233.0,,,
725,2019-05-29,19.6,16.9,549.0,23.6,1322.0,0.0,5.4,2.9,279.4,310.0,,,
725,2019-02-01,5.3,4.0,4.0,7.1,1319.0,0.0,11.5,6.1,293.6,212.0,,,
725,2017-08-31,24.2,22.5,2202.0,26.8,1421.0,0.0,5.3,2.7,338.1,,,,
725,2016-07-04,25.5,23.5,2315.0,28.3,1617.0,0.0,6.1,3.0,209.9,,,,
725,2014-04-02,14.4,11.1,547.0,18.7,1423.0,0.0,4.7,1.7,,1441.0,0.0,,100.4
725,2010-10-02,22.7,20.5,426.0,25.0,1303.0,5.0,9.8,4.4,,2124.0,4.0,2300.0,201.6
725,2021-03-03,9.5,7.2,18.0,11.5,1331.0,0.0,9.0,4.3,64.1,1230.0,,,
725,2015-08-09,27.3,24.4,435.0,31.4,1409.0,0.0,4.5,1.6,49.6,905.0,0.0,,
725,2018-05-25,19.0,16.1,327.0,23.9,1320.0,1.0,4.8,1.6,214.0,1622.0,,,
725,2013-10-21,19.1,16.2,724.0,20.9,1429.0,0.0,11.9,5.1,,50.0,0.0,,333.3
725,2012-09-01,22.9,20.6,348.0,27.4,1416.0,0.0,5.6,2.0,,956.0,0.0,,327.2
725,2012-06-02,19.6,18.6,36.0,22.6,1336.0,0.0,8.8,3.4,,1138.0,0.0,,87.8
725,2019-11-05,17.3,14.4,200.0,19.6,1229.0,46.0,9.4,4.7,299.8,1913.0,,,
725,2020-04-12,10.0,8.7,1922.0,11.3,2350.0,14.5,16.1,8.8,340.4,1649.0,,,
